category,main_category,secondary_category,type,supercategories
parafarmacia_bebe_potitos,parafarmacia,bebe,potitos,higiene
parafarmacia_bebe_puericultura,parafarmacia,bebe,puericultura,higiene
parafarmacia_bebe_toallitas_bebe,parafarmacia,bebe,toallitas_bebe,higiene
parafarmacia_botiquin_alivio_del_dolor,parafarmacia,botiquin,alivio_del_dolor,higiene
parafarmacia_botiquin_antimosquitos,parafarmacia,botiquin,antimosquitos,higiene
parafarmacia_botiquin_antisepticos_y_talcos,parafarmacia,botiquin,antisepticos_y_talcos,higiene
parafarmacia_botiquin_apositos_y_gasas,parafarmacia,botiquin,apositos_y_gasas,higiene
parafarmacia_botiquin_gafas_presbicia,parafarmacia,botiquin,gafas_presbicia,higiene
parafarmacia_botiquin_geles_hidroalcoholicos,parafarmacia,botiquin,geles_hidroalcoholicos,higiene
parafarmacia_botiquin_higiene_y_tiras_nasales,parafarmacia,botiquin,higiene_y_tiras_nasales,higiene
parafarmacia_botiquin_lentillas_y_sueros,parafarmacia,botiquin,lentillas_y_sueros,higiene
parafarmacia_botiquin_mascarillas,parafarmacia,botiquin,mascarillas,higiene
parafarmacia_botiquin_oido_y_protectores,parafarmacia,botiquin,oido_y_protectores,higiene
parafarmacia_botiquin_termometro_y_tensiometros,parafarmacia,botiquin,termometro_y_tensiometros,higiene
parafarmacia_botiquin_tos_y_garganta,parafarmacia,botiquin,tos_y_garganta,higiene
parafarmacia_cabello_antiparasitarios,parafarmacia,cabello,antiparasitarios,higiene
parafarmacia_cabello_champus_anticaida,parafarmacia,cabello,champus_anticaida,higiene
parafarmacia_cabello_otros_champus_de_tratamiento,parafarmacia,cabello,otros_champus_de_tratamiento,higiene
parafarmacia_cabello_tintes,parafarmacia,cabello,tintes,higiene
parafarmacia_cuidado_corporal_cremas_y_lociones,parafarmacia,cuidado_corporal_cremas_y_lociones,cremas_y_lociones,higiene
parafarmacia_cuidado_corporal_cuidado_intimo,parafarmacia,cuidado_corporal_cuidado_intimo_,,higiene
parafarmacia_cuidado_corporal_desodorantes,parafarmacia,cuidado_corporal_desodorantes,desodorantes,higiene
parafarmacia_cuidado_corporal_jabones_y_geles,parafarmacia,cuidado_corporal_jabones_y_geles,jabones_y_geles,higiene
parafarmacia_cuidado_corporal_protectores_solares,parafarmacia,cuidado_corporal_protectores_solares,protectores_solares,higiene
parafarmacia_cuidado_de_manos_y_pies_apositos_y_plantillas,parafarmacia,cuidado_de_manos_y_pies_apositos_y_plantillas,apositos_y_plantillas,higiene
parafarmacia_cuidado_de_manos_y_pies_crema_de_manos,parafarmacia,cuidado_de_manos_y_pies_crema_de_manos,crema_de_manos,higiene
parafarmacia_cuidado_de_manos_y_pies_desodorante_pies,parafarmacia,cuidado_de_manos_y_pies_desodorante_pies,desodorante_pies,higiene
parafarmacia_cuidado_de_manos_y_pies_manicura,parafarmacia,cuidado_de_manos_y_pies_manicura,manicura,higiene
parafarmacia_cuidado_de_manos_y_pies_soluciones_durezas,parafarmacia,cuidado_de_manos_y_pies_soluciones_durezas,soluciones_durezas,higiene
parafarmacia_cuidado_e_higiene_facial_cosmetica_masculina,parafarmacia,cuidado_e_higiene_facial,cosmetica_masculina,higiene
parafarmacia_cuidado_e_higiene_facial_cremas_faciales,parafarmacia,cuidado_e_higiene_facial,cremas_faciales,higiene
parafarmacia_cuidado_e_higiene_facial_desmaquillantes,parafarmacia,cuidado_e_higiene_facial,desmaquillantes,higiene
parafarmacia_cuidado_e_higiene_facial_exfoliantes_y_mascarillas,parafarmacia,cuidado_e_higiene_facial,exfoliantes_y_mascarillas,higiene
parafarmacia_cuidado_e_higiene_facial_maquillaje,parafarmacia,cuidado_e_higiene_facial,maquillaje,higiene
parafarmacia_cuidado_e_higiene_facial_tonicos_y_lociones,parafarmacia,cuidado_e_higiene_facial,tonicos_y_lociones,higiene
parafarmacia_cuidado_e_higiene_facial_cuidado_acne,parafarmacia,cuidado_e_higiene_facial_cuidado_acne,facial_cuidado_acne,higiene
parafarmacia_cuidado_e_higiene_facial_cuidado_labial,parafarmacia,cuidado_e_higiene_facial_cuidado_labial,facial_cuidado_labial,higiene
parafarmacia_higiene_bucal_cepillos_y_seda,parafarmacia,higiene_bucal,cepillos_y_seda,higiene
parafarmacia_higiene_bucal_colutorio,parafarmacia,higiene_bucal,colutorio,higiene
parafarmacia_higiene_bucal_frescor_y_aliento,parafarmacia,higiene_bucal,frescor_y_aliento,higiene
parafarmacia_higiene_bucal_ortodoncia,parafarmacia,higiene_bucal,ortodoncia,higiene
parafarmacia_higiene_bucal_pasta_de_dientes,parafarmacia,higiene_bucal,pasta_de_dientes,higiene
parafarmacia_higiene_bucal_cuidado_y_fijacion_protesis_dentales,parafarmacia,higiene_bucal_cuidado_y_fijacion_protesis_dentales,bucal_cuidado_y_fijacion_protesis_dentales,higiene
parafarmacia_nutricion_y_dietetica_batidos_e_infusiones,parafarmacia,nutricion_y_dietetica,batidos_e_infusiones,higiene
parafarmacia_nutricion_y_dietetica_complementos_vitaminicos,parafarmacia,nutricion_y_dietetica,complementos_vitaminicos,higiene
parafarmacia_nutricion_y_dietetica_control_de_peso,parafarmacia,nutricion_y_dietetica,control_de_peso,higiene
parafarmacia_nutricion_y_dietetica_mascotas,parafarmacia,nutricion_y_dietetica,mascotas,higiene
parafarmacia_nutricion_y_dietetica_tratamientos_naturales,parafarmacia,nutricion_y_dietetica,tratamientos_naturales,higiene
perfumeria_e_higiene_afeitado_despues_afeitado,perfumeria_e_higiene,afeitado,despues_afeitado,higiene
perfumeria_e_higiene_afeitado_espuma_gel_y_crema_afeitar,perfumeria_e_higiene,afeitado,espuma_gel_y_crema_afeitar,higiene
perfumeria_e_higiene_afeitado_maquinillas_desechables,perfumeria_e_higiene,afeitado,maquinillas_desechables,higiene
perfumeria_e_higiene_afeitado_maquinillas_y_hojas_de_afeitar,perfumeria_e_higiene,afeitado,maquinillas_y_hojas_de_afeitar,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_colonias,perfumeria_e_higiene,bano_e_higiene_corporal,colonias,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_desodorantes,perfumeria_e_higiene,bano_e_higiene_corporal,desodorantes,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_esponjas_manoplas_y_cepillos_de_bano,perfumeria_e_higiene,bano_e_higiene_corporal,esponjas_manoplas_y_cepillos_de_bano,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_geles_de_bano,perfumeria_e_higiene,bano_e_higiene_corporal,geles_de_bano,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_jabon_de_manos,perfumeria_e_higiene,bano_e_higiene_corporal,jabon_de_manos,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_ojos_y_oreja,perfumeria_e_higiene,bano_e_higiene_corporal,ojos_y_oreja,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_perfumeria_para_regalar,perfumeria_e_higiene,bano_e_higiene_corporal,perfumeria_para_regalar,higiene
perfumeria_e_higiene_bano_e_higiene_corporal_sales_de_bano,perfumeria_e_higiene,bano_e_higiene_corporal,sales_de_bano,higiene
perfumeria_e_higiene_bienestar_sexual_estimuladores,perfumeria_e_higiene,bienestar_sexual,estimuladores,higiene
perfumeria_e_higiene_bienestar_sexual_lubricantes,perfumeria_e_higiene,bienestar_sexual,lubricantes,higiene
perfumeria_e_higiene_bienestar_sexual_preservativos,perfumeria_e_higiene,bienestar_sexual,preservativos,higiene
perfumeria_e_higiene_boca_y_sonrisa_cepillos_recambios_y_accesorios,perfumeria_e_higiene,boca_y_sonrisa,cepillos_recambios_y_accesorios,higiene
perfumeria_e_higiene_boca_y_sonrisa_dentifricos,perfumeria_e_higiene,boca_y_sonrisa,dentifricos,higiene
perfumeria_e_higiene_boca_y_sonrisa_enjuagues_bucales,perfumeria_e_higiene,boca_y_sonrisa,enjuagues_bucales,higiene
perfumeria_e_higiene_boca_y_sonrisa_protector_labial,perfumeria_e_higiene,boca_y_sonrisa,protector_labial,higiene
perfumeria_e_higiene_boca_y_sonrisa_protesis,perfumeria_e_higiene,boca_y_sonrisa,protesis,higiene
perfumeria_e_higiene_botiquin_alcohol_agua_oxigenada_y_otros,perfumeria_e_higiene,botiquin,alcohol_agua_oxigenada_y_otros,higiene
perfumeria_e_higiene_botiquin_algodon_bastoncillos,perfumeria_e_higiene,botiquin,algodon_bastoncillos,higiene
perfumeria_e_higiene_botiquin_bicarbonato,perfumeria_e_higiene,botiquin,bicarbonato,higiene
perfumeria_e_higiene_botiquin_gel_higienizante_y_mascarillas,perfumeria_e_higiene,botiquin,gel_higienizante_y_mascarillas,higiene
perfumeria_e_higiene_botiquin_optica,perfumeria_e_higiene,botiquin,optica,higiene
perfumeria_e_higiene_botiquin_tiritas_protectoras,perfumeria_e_higiene,botiquin,tiritas_protectoras,higiene
perfumeria_e_higiene_cabello_acondicionadores,perfumeria_e_higiene,cabello,acondicionadores,higiene
perfumeria_e_higiene_cabello_cepillos_peines_y_accesorios,perfumeria_e_higiene,cabello,cepillos_peines_y_accesorios,higiene
perfumeria_e_higiene_cabello_champus,perfumeria_e_higiene,cabello,champus,higiene
perfumeria_e_higiene_cabello_fijadores,perfumeria_e_higiene,cabello,fijadores,higiene
perfumeria_e_higiene_cabello_tinte,perfumeria_e_higiene,cabello,tinte,higiene
perfumeria_e_higiene_cabello_cuidado_y_tratamientos_del_cabello,perfumeria_e_higiene,cabello_cuidado_y_tratamientos_del_cabello,cabello_cuidado_y_tratamientos_del_cabello,higiene
perfumeria_e_higiene_colonias_familiar,perfumeria_e_higiene,colonias,familiar,higiene
perfumeria_e_higiene_colonias_femeninas,perfumeria_e_higiene,colonias,femeninas,higiene
perfumeria_e_higiene_colonias_masculinas,perfumeria_e_higiene,colonias,masculinas,higiene
perfumeria_e_higiene_cosmetica_accesorios_de_maquillaje_y_manicura_y_pedicura,perfumeria_e_higiene,cosmetica,accesorios_de_maquillaje_y_manicura_y_pedicura,higiene
perfumeria_e_higiene_cosmetica_cosmetica,perfumeria_e_higiene,cosmetica,cosmetica,higiene
perfumeria_e_higiene_cosmetica_estuches_de_bano_y_cosmetica,perfumeria_e_higiene,cosmetica,estuches_de_bano_y_cosmetica,higiene
perfumeria_e_higiene_cosmetica_labios,perfumeria_e_higiene,cosmetica,labios,higiene
perfumeria_e_higiene_cosmetica_ojos,perfumeria_e_higiene,cosmetica,ojos,higiene
perfumeria_e_higiene_cosmetica_rostro,perfumeria_e_higiene,cosmetica,rostro,higiene
perfumeria_e_higiene_cosmetica_unas,perfumeria_e_higiene,cosmetica,unas,higiene
perfumeria_e_higiene_cuidado_corporal_aceite,perfumeria_e_higiene,cuidado_corporal_aceite,aceite,higiene
perfumeria_e_higiene_cuidado_corporal_anticeluliticos,perfumeria_e_higiene,cuidado_corporal_anticeluliticos,anticeluliticos,higiene
perfumeria_e_higiene_cuidado_corporal_cremas_cuerpo_body_milk,perfumeria_e_higiene,cuidado_corporal_cremas_cuerpo_body_milk,cremas_cuerpo_body_milk,higiene
perfumeria_e_higiene_cuidado_corporal_protector_solar,perfumeria_e_higiene,cuidado_corporal_protector_solar,protector_solar,higiene
perfumeria_e_higiene_cuidado_del_cabello_accesorios_cabello,perfumeria_e_higiene,cuidado_del_cabello_accesorios_cabello,accesorios_cabello,higiene
perfumeria_e_higiene_cuidado_del_cabello_acondicionador_y_suavizante,perfumeria_e_higiene,cuidado_del_cabello_acondicionador_y_suavizante,acondicionador_y_suavizante,higiene
perfumeria_e_higiene_cuidado_del_cabello_champu,perfumeria_e_higiene,cuidado_del_cabello_champu,champu,higiene
perfumeria_e_higiene_cuidado_del_cabello_laca_espuma_y_fijadores,perfumeria_e_higiene,cuidado_del_cabello_laca_espuma_y_fijadores,laca_espuma_y_fijadores,higiene
perfumeria_e_higiene_cuidado_del_cabello_mascarillas_cabello,perfumeria_e_higiene,cuidado_del_cabello_mascarillas_cabello,mascarillas_cabello,higiene
perfumeria_e_higiene_cuidado_del_cabello_tintes_y_coloracion,perfumeria_e_higiene,cuidado_del_cabello_tintes_y_coloracion,tintes_y_coloracion,higiene
perfumeria_e_higiene_cuidado_facial_antiarrugas_y_antiedad,perfumeria_e_higiene,cuidado_facial_antiarrugas_y_antiedad,antiarrugas_y_antiedad,higiene
perfumeria_e_higiene_cuidado_facial_contorno_de_ojos,perfumeria_e_higiene,cuidado_facial_contorno_de_ojos,contorno_de_ojos,higiene
perfumeria_e_higiene_cuidado_facial_cremas_especificas,perfumeria_e_higiene,cuidado_facial_cremas_especificas,cremas_especificas,higiene
perfumeria_e_higiene_cuidado_facial_hidratantes_y_nutritivas,perfumeria_e_higiene,cuidado_facial_hidratantes_y_nutritivas,hidratantes_y_nutritivas,higiene
perfumeria_e_higiene_cuidado_facial_mascarillas,perfumeria_e_higiene,cuidado_facial_mascarillas,mascarillas,higiene
perfumeria_e_higiene_cuidado_facial_protector_labial,perfumeria_e_higiene,cuidado_facial_protector_labial,protector_labial,higiene
perfumeria_e_higiene_cuidado_manos_crema_de_manos,perfumeria_e_higiene,cuidado_manos_crema_de_manos,crema_de_manos,higiene
perfumeria_e_higiene_cuidado_manos_jabon_de_manos_liquido,perfumeria_e_higiene,cuidado_manos_jabon_de_manos,liquido,higiene
perfumeria_e_higiene_cuidado_manos_jabon_de_manos_pastilla,perfumeria_e_higiene,cuidado_manos_jabon_de_manos,pastilla,higiene
perfumeria_e_higiene_cuidado_pies_crema,perfumeria_e_higiene,cuidado_pies_crema,crema,higiene
perfumeria_e_higiene_cuidado_pies_desodorante,perfumeria_e_higiene,cuidado_pies_desodorante,desodorante,higiene
perfumeria_e_higiene_cuidado_y_proteccion_corporal_body_milk_hidratacion_bajo_la_ducha,perfumeria_e_higiene,cuidado_y_proteccion_corporal,body_milk_hidratacion_bajo_la_ducha,higiene
perfumeria_e_higiene_cuidado_y_proteccion_corporal_limpieza_facial,perfumeria_e_higiene,cuidado_y_proteccion_corporal,limpieza_facial,higiene
perfumeria_e_higiene_cuidado_y_proteccion_corporal_piel,perfumeria_e_higiene,cuidado_y_proteccion_corporal,piel,higiene
perfumeria_e_higiene_cuidado_y_proteccion_corporal_pies,perfumeria_e_higiene,cuidado_y_proteccion_corporal,pies,higiene
perfumeria_e_higiene_cuidado_y_proteccion_corporal_productos_para_viaje,perfumeria_e_higiene,cuidado_y_proteccion_corporal_productos_para_viaje,corporal_productos_para_viaje,higiene
perfumeria_e_higiene_cuidado_y_proteccion_corporal_protectores_solares_y_after_sun,perfumeria_e_higiene,cuidado_y_proteccion_corporal_protectores_solares_y_after_sun,corporal_protectores_solares_y_after_sun,higiene
perfumeria_e_higiene_depilacion_bandas,perfumeria_e_higiene,depilacion,bandas,higiene
perfumeria_e_higiene_depilacion_cera,perfumeria_e_higiene,depilacion,cera,higiene
perfumeria_e_higiene_depilacion_crema_gel_y_spray,perfumeria_e_higiene,depilacion,crema_gel_y_spray,higiene
perfumeria_e_higiene_depilacion_maquinillas_y_recambios,perfumeria_e_higiene,depilacion,maquinillas_y_recambios,higiene
perfumeria_e_higiene_depilacion_y_afeitado_afeitado,perfumeria_e_higiene,depilacion_y_afeitado,afeitado,higiene
perfumeria_e_higiene_depilacion_y_afeitado_after_shave,perfumeria_e_higiene,depilacion_y_afeitado,after_shave,higiene
perfumeria_e_higiene_depilacion_y_afeitado_depilacion,perfumeria_e_higiene,depilacion_y_afeitado,depilacion,higiene
perfumeria_e_higiene_depilacion_y_afeitado_maquinillas_y_recambios,perfumeria_e_higiene,depilacion_y_afeitado,maquinillas_y_recambios,higiene
perfumeria_e_higiene_desodorante_crema_y_barra,perfumeria_e_higiene,desodorante,crema_y_barra,higiene
perfumeria_e_higiene_desodorante_roll_on,perfumeria_e_higiene,desodorante,roll_on,higiene
perfumeria_e_higiene_desodorante_spray,perfumeria_e_higiene,desodorante,spray,higiene
perfumeria_e_higiene_gel_de_bano_esponja_y_accesorios,perfumeria_e_higiene,gel_de_bano,esponja_y_accesorios,higiene
perfumeria_e_higiene_gel_de_bano_gel_de_bano,perfumeria_e_higiene,gel_de_bano,gel_de_bano,higiene
perfumeria_e_higiene_gel_de_bano_sal_y_espuma_de_bano,perfumeria_e_higiene,gel_de_bano,sal_y_espuma_de_bano,higiene
perfumeria_e_higiene_higiene_bucal_cepillos_de_dientes,perfumeria_e_higiene,higiene_bucal,cepillos_de_dientes,higiene
perfumeria_e_higiene_higiene_bucal_dentifricos,perfumeria_e_higiene,higiene_bucal,dentifricos,higiene
perfumeria_e_higiene_higiene_bucal_enjuagues_y_antisepticos,perfumeria_e_higiene,higiene_bucal,enjuagues_y_antisepticos,higiene
perfumeria_e_higiene_higiene_bucal_productos_protesicos,perfumeria_e_higiene,higiene,bucal_productos_protesicos,higiene
perfumeria_e_higiene_higiene_bucal_seda_dental,perfumeria_e_higiene,higiene,bucal_seda_dental,higiene
perfumeria_e_higiene_higiene_intima_aseo_intimo,perfumeria_e_higiene,higiene_intima,aseo_intimo,higiene
perfumeria_e_higiene_higiene_intima_compresas,perfumeria_e_higiene,higiene_intima,compresas,higiene
perfumeria_e_higiene_higiene_intima_incontinencia,perfumeria_e_higiene,higiene_intima,incontinencia,higiene
perfumeria_e_higiene_higiene_intima_tampones,perfumeria_e_higiene,higiene_intima,tampones,higiene
perfumeria_e_higiene_higiene_intima_toallitas_y_geles_intimos,perfumeria_e_higiene,higiene_intima,toallitas_y_geles_intimos,higiene
perfumeria_e_higiene_higiene_intima_protege_slip,perfumeria_e_higiene,higiene_intima_protege,slip,higiene
perfumeria_e_higiene_higiene_intima_protege_slips,perfumeria_e_higiene,higiene_intima_protege,slips,higiene
perfumeria_e_higiene_higiene_sexual_lubricantes,perfumeria_e_higiene,higiene_sexual,lubricantes,higiene
perfumeria_e_higiene_higiene_sexual_preservativos,perfumeria_e_higiene,higiene_sexual,preservativos,higiene
perfumeria_e_higiene_limpieza_facial_exfoliante,perfumeria_e_higiene,limpieza_facial,exfoliante,higiene
perfumeria_e_higiene_limpieza_facial_leche_y_tonicos_limpiadores,perfumeria_e_higiene,limpieza_facial,leche_y_tonicos_limpiadores,higiene
perfumeria_e_higiene_limpieza_facial_limpieza_desmaquilladores,perfumeria_e_higiene,limpieza_facial_limpieza,desmaquilladores,higiene
perfumeria_e_higiene_limpieza_facial_limpieza_especificos,perfumeria_e_higiene,limpieza_facial_limpieza,especificos,higiene
pescaderia_ahumados_y_huevas,pescaderia,ahumados_y_huevas,ahumados_y_huevas,pescado
pescaderia_bacalao_y_salazones,pescaderia,bacalao_y_salazones,bacalao_y_salazones,pescado
pescaderia_gulas_surimi_elaborados,pescaderia,gulas_surimi_elaborados,gulas_surimi_elaborados,pescado
pescaderia_marisco_almejas_y_mejillones,pescaderia,marisco_almejas_y_mejillones,marisco_almejas_y_mejillones,pescado
pescaderia_pescado_fresco,pescaderia,pescado_fresco,pescado_fresco,pescado
pescaderia_pescado_y_marisco_congelado,pescaderia,pescado_y_marisco_congelado,pescado_y_marisco_congelado,pescado
pescaderia_preparados_y_elaborados_de_pescado_y_marisco,pescaderia,preparados_y_elaborados_de_pescado_y_marisco,preparados_y_elaborados_de_pescado_y_marisco,pescado
pescaderia_pulpo_calamar_y_sepia,pescaderia,pulpo_calamar_y_sepia,pulpo_calamar_y_sepia,pescado
pizzas_y_platos_preparados_pizzas,pizzas_y_platos_preparados,pizzas,pizzas,precocinados
pizzas_y_platos_preparados_platos_preparados_calientes,pizzas_y_platos_preparados,platos_preparados,calientes,precocinados
pizzas_y_platos_preparados_platos_preparados_frios,pizzas_y_platos_preparados,platos_preparados,frios,precocinados
platos_preparados_bocadillos_y_sandwich,platos_preparados,bocadillos_y_sandwich,bocadillos_y_sandwich,precocinados
platos_preparados_bocadillos_y_sandwich_listos_bocadillos_y_sandwich_listos,platos_preparados,bocadillos_y_sandwich,listos_bocadillos_y_sandwich_listos,precocinados
platos_preparados_carne,platos_preparados,carne,carne,precocinados
platos_preparados_carne_carne,platos_preparados,carne,carne,precocinados
platos_preparados_croquetas_y_aperitivos,platos_preparados,croquetas_y_aperitivos,croquetas_y_aperitivos,precocinados
platos_preparados_empanadas_empanadillas_y_hojaldres,platos_preparados,empanadas_empanadillas_y_hojaldres,empanadas_empanadillas_y_hojaldres,precocinados
platos_preparados_gazpacho_y_salmorejo_gazpacho_y_salmorejo,platos_preparados,gazpacho_y_salmorejo_gazpacho_y_salmorejo,gazpacho_y_salmorejo_gazpacho_y_salmorejo,precocinados
platos_preparados_gazpachos_y_salmorejos,platos_preparados,gazpachos_y_salmorejos,gazpachos_y_salmorejos,precocinados
platos_preparados_legumbres,platos_preparados,legumbres,legumbres,precocinados
platos_preparados_otros_otros,platos_preparados,otros_otros,otros_otros,precocinados
platos_preparados_pasta_y_arroz_pasta_y_arroz,platos_preparados,pasta_y_arroz_pasta_y_arroz,pasta_y_arroz_pasta_y_arroz,precocinados
platos_preparados_pastas_y_arroces,platos_preparados,pastas_y_arroces,pastas_y_arroces,precocinados
platos_preparados_pizza_refrigerada_pizza_refrigerada,platos_preparados,pizza_refrigerada_pizza_refrigerada,pizza_refrigerada_pizza_refrigerada,precocinados
platos_preparados_pizzas_refrigeradas,platos_preparados,pizzas_refrigeradas,pizzas_refrigeradas,precocinados
platos_preparados_ensaladas,platos_preparados,ensaladas,ensaladas,precocinados
platos_preparados_ensaladas_ensaladas,platos_preparados,ensaladas,ensaladas,precocinados
platos_preparados_nuestra_cocina_al_dia,platos_preparados,nuestra_cocina_al_dia,nuestra_cocina_al_dia,precocinados
platos_preparados_nuestra_cocina_al_dia_nuestra_cocina_al_dia,platos_preparados,nuestra_cocina_al_dia,nuestra_cocina_al_dia,precocinados
platos_preparados_pescado,platos_preparados,pescado,pescado,precocinados
platos_preparados_pescado_pescado,platos_preparados,pescado,pescado,precocinados
platos_preparados_tortillas,platos_preparados,tortillas,tortillas,precocinados
platos_preparados_tortillas_tortillas,platos_preparados,tortillas,tortillas,precocinados
platos_preparados_verduras,platos_preparados,verduras,verduras,precocinados
platos_preparados_verduras_verduras,platos_preparados,verduras,verduras,precocinados
postres_y_yogures_bifidus,postres_y_yogures,bifidus,bifidus,lacteos_y_huevos
postres_y_yogures_flan_y_natillas,postres_y_yogures,flan_y_natillas,flan_y_natillas,lacteos_y_huevos
postres_y_yogures_gelatina_y_otros_postres,postres_y_yogures,gelatina_y_otros_postres,gelatina_y_otros_postres,lacteos_y_huevos
postres_y_yogures_postres_de_soja,postres_y_yogures,postres_de_soja,postres_de_soja,lacteos_y_huevos
postres_y_yogures_yogures_y_postres_infantiles,postres_y_yogures,yogures_y_postres_infantiles,yogures_y_postres_infantiles,lacteos_y_huevos
postres_y_yogures_yogures_desnatados,postres_y_yogures,yogures,desnatados,lacteos_y_huevos
postres_y_yogures_yogures_griegos,postres_y_yogures,yogures,griegos,lacteos_y_huevos
postres_y_yogures_yogures_liquidos,postres_y_yogures,yogures,liquidos,lacteos_y_huevos
postres_y_yogures_yogures_naturales_y_sabores,postres_y_yogures,yogures,naturales_y_sabores,lacteos_y_huevos
productos_frescos_carniceria_aves_y_pollo,productos_frescos,carniceria,aves_y_pollo,frescos
productos_frescos_carniceria_carne_picada,productos_frescos,carniceria,carne_picada,frescos
productos_frescos_carniceria_casqueria,productos_frescos,carniceria,casqueria,frescos
productos_frescos_carniceria_cerdo,productos_frescos,carniceria,cerdo,frescos
productos_frescos_carniceria_conejo,productos_frescos,carniceria,conejo,frescos
productos_frescos_carniceria_cordero,productos_frescos,carniceria,cordero,frescos
productos_frescos_carniceria_embutidos_frescos,productos_frescos,carniceria,embutidos_frescos,frescos
productos_frescos_carniceria_empanados,productos_frescos,carniceria,empanados,frescos
productos_frescos_carniceria_hamburguesas,productos_frescos,carniceria,hamburguesas,frescos
productos_frescos_carniceria_otras_carnes,productos_frescos,carniceria,otras_carnes,frescos
productos_frescos_carniceria_piezas_enteras_sin_corte,productos_frescos,carniceria,piezas_enteras_sin_corte,frescos
productos_frescos_carniceria_preparados_y_arreglos_de_carne,productos_frescos,carniceria,preparados_y_arreglos_de_carne,frescos
productos_frescos_carniceria_vacuno,productos_frescos,carniceria,vacuno,frescos
productos_frescos_charcuteria_bacon_y_panceta,productos_frescos,charcuteria,bacon_y_panceta,frescos
productos_frescos_charcuteria_chorizo_lomo_y_otros,productos_frescos,charcuteria,chorizo_lomo_y_otros,frescos
productos_frescos_charcuteria_fiambre_de_pavo_y_pollo,productos_frescos,charcuteria,fiambre_de_pavo_y_pollo,frescos
productos_frescos_charcuteria_foie_pates_y_sobrasadas,productos_frescos,charcuteria,foie_pates_y_sobrasadas,frescos
productos_frescos_charcuteria_mortadela_y_chopped,productos_frescos,charcuteria,mortadela_y_chopped,frescos
productos_frescos_charcuteria_preparado_de_fabada_y_cocido,productos_frescos,charcuteria,preparado_de_fabada_y_cocido,frescos
productos_frescos_charcuteria_rincon_del_jamon,productos_frescos,charcuteria,rincon_del_jamon,frescos
productos_frescos_charcuteria_salchichas,productos_frescos,charcuteria,salchichas,frescos
productos_frescos_charcuteria_salchichon_salami_y_fuet,productos_frescos,charcuteria,salchichon_salami_y_fuet,frescos
productos_frescos_charcuteria_tablas_y_surtidos,productos_frescos,charcuteria,tablas_y_surtidos,frescos
productos_frescos_charcuteria_jamon_cocido_y_lacon,productos_frescos,charcuteria_jamon,cocido_y_lacon,frescos
productos_frescos_charcuteria_jamon_serrano_e_iberico_envasado,productos_frescos,charcuteria_jamon_serrano_e_iberico,envasado,frescos
productos_frescos_charcuteria_jamon_serrano_e_iberico_pieza,productos_frescos,charcuteria_jamon_serrano_e_iberico,pieza,frescos
productos_frescos_charcuteria_y_quesos_al_corte_curados_ibericos,productos_frescos,charcuteria_y_quesos_al_corte,curados_ibericos,frescos
productos_frescos_charcuteria_y_quesos_al_corte_curados_y_embutidos,productos_frescos,charcuteria_y_quesos_al_corte,curados_y_embutidos,frescos
productos_frescos_charcuteria_y_quesos_al_corte_fiambres_y_cocidos,productos_frescos,charcuteria_y_quesos_al_corte,fiambres_y_cocidos,frescos
productos_frescos_charcuteria_y_quesos_al_corte_jamon_a_cuchillo,productos_frescos,charcuteria_y_quesos_al_corte,jamon_a_cuchillo,frescos
productos_frescos_charcuteria_y_quesos_al_corte_jamones_y_paletas_curados,productos_frescos,charcuteria_y_quesos_al_corte,jamones_y_paletas_curados,frescos
productos_frescos_charcuteria_y_quesos_al_corte_queso_denominacion_origen,productos_frescos,charcuteria_y_quesos_al_corte,queso_denominacion_origen,frescos
productos_frescos_charcuteria_y_quesos_al_corte_quesos_barra_y_frescos,productos_frescos,charcuteria_y_quesos_al_corte_quesos,barra_y_frescos,frescos
productos_frescos_charcuteria_y_quesos_al_corte_quesos_internacionales,productos_frescos,charcuteria_y_quesos_al_corte_quesos,internacionales,frescos
productos_frescos_charcuteria_y_quesos_al_corte_quesos_nacionales,productos_frescos,charcuteria_y_quesos_al_corte_quesos,nacionales,frescos
productos_frescos_frutas_fruta_de_hueso,productos_frescos,frutas,fruta_de_hueso,frescos
productos_frescos_frutas_fruta_de_temporada,productos_frescos,frutas,fruta_de_temporada,frescos
productos_frescos_frutas_frutos_del_bosque,productos_frescos,frutas,frutos_del_bosque,frescos
productos_frescos_frutas_manzanas_y_peras,productos_frescos,frutas,manzanas_y_peras,frescos
productos_frescos_frutas_naranjas_y_otros_citricos,productos_frescos,frutas,naranjas_y_otros_citricos,frescos
productos_frescos_frutas_pinas_kiwis_aguacates_y_tropicales,productos_frescos,frutas,pinas_kiwis_aguacates_y_tropicales,frescos
productos_frescos_frutas_platanos_y_bananas,productos_frescos,frutas,platanos_y_bananas,frescos
productos_frescos_frutas_sandias_y_melones,productos_frescos,frutas,sandias_y_melones,frescos
productos_frescos_frutas_uvas,productos_frescos,frutas,uvas,frescos
