category,main_category,secondary_category,type,supercategories
bebidas_finos_y_dulces_manzanilla,bebidas,finos_y_dulces,manzanilla,bebidas
bebidas_finos_y_dulces_moscatel,bebidas,finos_y_dulces,moscatel,bebidas
bebidas_licores_y_cremas_anis_y_chinchon,bebidas,licores_y_cremas,anis_y_chinchon,bebidas
bebidas_licores_y_cremas_cremas,bebidas,licores_y_cremas,cremas,bebidas
bebidas_licores_y_cremas_licores_sin_alcohol,bebidas,licores_y_cremas,licores_sin_alcohol,bebidas
bebidas_licores_y_cremas_licores_y_orujo,bebidas,licores_y_cremas,licores_y_orujo,bebidas
bebidas_licores_y_cremas_pacharan,bebidas,licores_y_cremas,pacharan,bebidas
bebidas_licores_y_cremas_todos_los_licores_y_cremas,bebidas,licores_y_cremas,todos_los_licores_y_cremas,bebidas
bebidas_refrescos,bebidas,refrescos,refrescos,bebidas
bebidas_refrescos_bebidas_de_frutas,bebidas,refrescos,bebidas_de_frutas,bebidas
bebidas_refrescos_bitter,bebidas,refrescos,bitter,bebidas
bebidas_refrescos_bitter_y_ginger_ale,bebidas,refrescos,bitter_y_ginger_ale,bebidas
bebidas_refrescos_cola,bebidas,refrescos,cola,bebidas
bebidas_refrescos_colas,bebidas,refrescos,colas,bebidas
bebidas_refrescos_energeticas,bebidas,refrescos,energeticas,bebidas
bebidas_refrescos_gaseosa,bebidas,refrescos,gaseosa,bebidas
bebidas_refrescos_isotonicas,bebidas,refrescos,isotonicas,bebidas
bebidas_refrescos_limalimon,bebidas,refrescos,limalimon,bebidas
bebidas_refrescos_limon,bebidas,refrescos,limon,bebidas
bebidas_refrescos_naranja,bebidas,refrescos,naranja,bebidas
bebidas_refrescos_polvos_para_preparar,bebidas,refrescos,polvos_para_preparar,bebidas
bebidas_refrescos_refrigerados,bebidas,refrescos,refrigerados,bebidas
bebidas_refrescos_sabores,bebidas,refrescos,sabores,bebidas
bebidas_refrescos_sabores_con_gas,bebidas,refrescos,sabores_con_gas,bebidas
bebidas_refrescos_sabores_sin_gas,bebidas,refrescos,sabores_sin_gas,bebidas
bebidas_refrescos_te,bebidas,refrescos,te,bebidas
bebidas_refrescos_tonica,bebidas,refrescos,tonica,bebidas
bebidas_refrescos_tonica_y_ginger_ale,bebidas,refrescos,tonica_y_ginger_ale,bebidas
bebidas_sidra_achampanada,bebidas,sidra,achampanada,bebidas
bebidas_sidra_cider,bebidas,sidra,cider,bebidas
bebidas_sidra_natural,bebidas,sidra,natural,bebidas
bebidas_sidra_sidra,bebidas,sidra,sidra,bebidas
bebidas_vinos_blanco,bebidas,vinos,blanco,bebidas
bebidas_vinos_estuches_de_vino,bebidas,vinos,estuches_de_vino,bebidas
bebidas_vinos_generosos_y_dulces,bebidas,vinos,generosos_y_dulces,bebidas
bebidas_vinos_rosado,bebidas,vinos,rosado,bebidas
bebidas_vinos_sangria_y_tinto_de_verano,bebidas,vinos,sangria_y_tinto_de_verano,bebidas
bebidas_vinos_tinto,bebidas,vinos,tinto,bebidas
bebidas_vinos_todos_los_vinos,bebidas,vinos,todos_los_vinos,bebidas
bebidas_vinos_vinos_internacionales,bebidas,vinos,vinos_internacionales,bebidas
bebidas_vinos_blancos_aragon,bebidas,vinos_blancos,aragon,bebidas
bebidas_vinos_blancos_castilla_y_leon,bebidas,vinos_blancos,castilla_y_leon,bebidas
bebidas_vinos_blancos_castillala_mancha,bebidas,vinos_blancos,castillala_mancha,bebidas
bebidas_vinos_blancos_cataluna,bebidas,vinos_blancos,cataluna,bebidas
bebidas_vinos_blancos_galicia,bebidas,vinos_blancos,galicia,bebidas
bebidas_vinos_blancos_rioja,bebidas,vinos_blancos,rioja,bebidas
bebidas_vinos_blancos_valencia,bebidas,vinos_blancos,valencia,bebidas
bebidas_vinos_rosados_aragon,bebidas,vinos_rosados,aragon,bebidas
bebidas_vinos_rosados_castilla_y_leon,bebidas,vinos_rosados,castilla_y_leon,bebidas
bebidas_vinos_rosados_castillala_mancha,bebidas,vinos_rosados,castillala_mancha,bebidas
bebidas_vinos_rosados_cataluna,bebidas,vinos_rosados,cataluna,bebidas
bebidas_vinos_rosados_internacional,bebidas,vinos_rosados,internacional,bebidas
bebidas_vinos_rosados_mesa,bebidas,vinos_rosados,mesa,bebidas
bebidas_vinos_rosados_navarra,bebidas,vinos_rosados,navarra,bebidas
bebidas_vinos_rosados_rioja,bebidas,vinos_rosados,rioja,bebidas
bebidas_vinos_tintos_aragon,bebidas,vinos_tintos,aragon,bebidas
bebidas_vinos_tintos_castilla_y_leon,bebidas,vinos_tintos,castilla_y_leon,bebidas
bebidas_vinos_tintos_castillala_mancha,bebidas,vinos_tintos,castillala_mancha,bebidas
bebidas_vinos_tintos_cataluna,bebidas,vinos_tintos,cataluna,bebidas
bebidas_vinos_tintos_galicia,bebidas,vinos_tintos,galicia,bebidas
bebidas_zumos_y_nectares_mosto,bebidas,zumos_y_nectares,mosto,bebidas
bebidas_zumos_y_nectares_nectar,bebidas,zumos_y_nectares,nectar,bebidas
bebidas_zumos_y_nectares_refrigerados,bebidas,zumos_y_nectares,refrigerados,bebidas
bebidas_zumos_y_nectares_zumo,bebidas,zumos_y_nectares_zumo,zumo,bebidas
bebidas_zumos_y_nectares_zumo_recien_exprimido,bebidas,zumos_y_nectares_zumo,recien_exprimido,bebidas
bodega_alcoholes_brandy,bodega,alcoholes,brandy,bebidas
bodega_alcoholes_ginebra,bodega,alcoholes,ginebra,bebidas
bodega_alcoholes_ron,bodega,alcoholes,ron,bebidas
bodega_alcoholes_vermouth,bodega,alcoholes,vermouth,bebidas
bodega_alcoholes_vodka,bodega,alcoholes,vodka,bebidas
bodega_alcoholes_whisky,bodega,alcoholes,whisky,bebidas
bodega_cerveza,bodega,cerveza,cerveza,bebidas
bodega_cerveza_sin_alcohol,bodega,cerveza_sin_alcohol,cerveza_sin_alcohol,bebidas
bodega_espumosos,bodega,espumosos,espumosos,bebidas
bodega_licores_de_hierbas,bodega,licores_de_hierbas,licores_de_hierbas,bebidas
bodega_licores_sin_alcohol,bodega,licores_sin_alcohol,licores_sin_alcohol,bebidas
bodega_sidra_y_cava,bodega,sidra_y_cava,sidra_y_cava,bebidas
bodega_tinto_de_verano_y_sangria,bodega,tinto_de_verano_y_sangria,tinto_de_verano_y_sangria,bebidas
bodega_vinos_de_mesa_sangrias_y_tintos_de_verano,bodega,vinos_de_mesa_sangrias_y_tintos_de_verano,vinos_de_mesa_sangrias_y_tintos_de_verano,bebidas
bodega_licores,bodega,licores,licores,bebidas
bodega_licores_anis,bodega,licores,anis,bebidas
bodega_licores_cremas,bodega,licores,cremas,bebidas
bodega_licores_otros_licores,bodega,licores,otros_licores,bebidas
bodega_licores_pacharan,bodega,licores,pacharan,bebidas
bodega_vino_blanco,bodega,vino,blanco,bebidas
bodega_vino_generoso_y_dulce,bodega,vino,generoso_y_dulce,bebidas
bodega_vino_lambrusco_y_espumoso,bodega,vino,lambrusco_y_espumoso,bebidas
bodega_vino_rosado,bodega,vino,rosado,bebidas
bodega_vino_tinto,bodega,vino,tinto,bebidas
cacao_cafe_e_infusiones_cacao_soluble_y_chocolate_a_la_taza,cacao_cafe_e_infusiones,cacao_soluble_y_chocolate_a_la_taza,cacao_soluble_y_chocolate_a_la_taza,bebidas
cacao_cafe_e_infusiones_te_e_infusiones,cacao_cafe_e_infusiones,te_e_infusiones,te_e_infusiones,bebidas
cacao_cafe_e_infusiones_cafe_capsula_y_monodosis,cacao_cafe_e_infusiones,cafe,capsula_y_monodosis,bebidas
cacao_cafe_e_infusiones_cafe_molido_y_en_grano,cacao_cafe_e_infusiones,cafe,molido_y_en_grano,bebidas
cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas,cacao_cafe_e_infusiones,cafe,soluble_y_otras_bebidas,bebidas
carne_arreglos,carne,arreglos,arreglos,carne
carne_aves_y_pollo,carne,aves_y_pollo,aves_y_pollo,carne
carne_cerdo,carne,cerdo,cerdo,carne
carne_conejo_y_cordero,carne,conejo_y_cordero,conejo_y_cordero,carne
carne_embutido,carne,embutido,embutido,carne
carne_empanados_y_elaborados,carne,empanados_y_elaborados,empanados_y_elaborados,carne
carne_hamburguesas_y_picadas,carne,hamburguesas_y_picadas,hamburguesas_y_picadas,carne
carne_vacuno,carne,vacuno,vacuno,carne
carne_carne_congelada,carne,carne,congelada,carne
carniceria_aves_y_pollo,carniceria,aves_y_pollo,aves_y_pollo,carne
carniceria_carne_picada,carniceria,carne_picada,carne_picada,carne
carniceria_casqueria,carniceria,casqueria,casqueria,carne
carniceria_cerdo,carniceria,cerdo,cerdo,carne
carniceria_conejo,carniceria,conejo,conejo,carne
carniceria_cordero,carniceria,cordero,cordero,carne
carniceria_embutidos_frescos,carniceria,embutidos_frescos,embutidos_frescos,carne
carniceria_empanados,carniceria,empanados,empanados,carne
carniceria_hamburguesas,carniceria,hamburguesas,hamburguesas,carne
carniceria_otras_carnes,carniceria,otras_carnes,otras_carnes,carne
carniceria_preparados_y_arreglos_de_carne,carniceria,preparados_y_arreglos_de_carne,preparados_y_arreglos_de_carne,carne
carniceria_vacuno,carniceria,vacuno,vacuno,carne
cereales_y_galletas_cereales,cereales_y_galletas,cereales,cereales,dulce
cereales_y_galletas_galletas,cereales_y_galletas,galletas,galletas,dulce
cereales_y_galletas_tortitas,cereales_y_galletas,tortitas,tortitas,dulce
charcuteria_bacon_y_panceta,charcuteria,bacon_y_panceta,bacon_y_panceta,carne
charcuteria_chorizo_lomo_y_otros,charcuteria,chorizo_lomo_y_otros,chorizo_lomo_y_otros,carne
charcuteria_fiambre_de_pavo_y_pollo,charcuteria,fiambre_de_pavo_y_pollo,fiambre_de_pavo_y_pollo,carne
charcuteria_foie_pates_y_sobrasadas,charcuteria,foie_pates_y_sobrasadas,foie_pates_y_sobrasadas,carne
charcuteria_mortadela_y_chopped,charcuteria,mortadela_y_chopped,mortadela_y_chopped,carne
charcuteria_preparado_de_fabada_y_cocido,charcuteria,preparado_de_fabada_y_cocido,preparado_de_fabada_y_cocido,carne
charcuteria_salchichas,charcuteria,salchichas,salchichas,carne
charcuteria_salchichon_salami_y_fuet,charcuteria,salchichon_salami_y_fuet,salchichon_salami_y_fuet,carne
charcuteria_tablas_y_surtidos,charcuteria,tablas_y_surtidos,tablas_y_surtidos,carne
charcuteria_jamon_cocido_y_lacon,charcuteria,jamon,cocido_y_lacon,carne
charcuteria_jamon_serrano_e_iberico_envasado,charcuteria,jamon_serrano_e_iberico,envasado,carne
charcuteria_jamon_serrano_e_iberico_pieza,charcuteria,jamon_serrano_e_iberico,pieza,carne
charcuteria_y_quesos_al_corte_curados_ibericos,charcuteria_y_quesos,al_corte,curados_ibericos,lacteos_y_huevos
charcuteria_y_quesos_al_corte_curados_y_embutidos,charcuteria_y_quesos,al_corte,curados_y_embutidos,lacteos_y_huevos
charcuteria_y_quesos_al_corte_fiambres_y_cocidos,charcuteria_y_quesos,al_corte,fiambres_y_cocidos,lacteos_y_huevos
charcuteria_y_quesos_al_corte_jamon_a_cuchillo,charcuteria_y_quesos,al_corte,jamon_a_cuchillo,lacteos_y_huevos
charcuteria_y_quesos_al_corte_jamones_y_paletas_curados,charcuteria_y_quesos,al_corte,jamones_y_paletas_curados,lacteos_y_huevos
charcuteria_y_quesos_al_corte_queso_denominacion_origen,charcuteria_y_quesos,al_corte,queso_denominacion_origen,lacteos_y_huevos
charcuteria_y_quesos_al_corte_quesos_barra_y_frescos,charcuteria_y_quesos,al_corte_quesos,barra_y_frescos,lacteos_y_huevos
charcuteria_y_quesos_al_corte_quesos_internacionales,charcuteria_y_quesos,al_corte_quesos,internacionales,lacteos_y_huevos
charcuteria_y_quesos_al_corte_quesos_nacionales,charcuteria_y_quesos,al_corte_quesos,nacionales,lacteos_y_huevos
charcuteria_y_quesos_aves_y_jamon_cocido,charcuteria_y_quesos,aves_y_jamon_cocido,aves_y_jamon_cocido,lacteos_y_huevos
charcuteria_y_quesos_bacon_y_salchichas,charcuteria_y_quesos,bacon_y_salchichas,bacon_y_salchichas,lacteos_y_huevos
charcuteria_y_quesos_chopped_y_mortadela,charcuteria_y_quesos,chopped_y_mortadela,chopped_y_mortadela,lacteos_y_huevos
charcuteria_y_quesos_embutido_curado,charcuteria_y_quesos,embutido_curado,embutido_curado,lacteos_y_huevos
charcuteria_y_quesos_jamon_serrano,charcuteria_y_quesos,jamon_serrano,jamon_serrano,lacteos_y_huevos
charcuteria_y_quesos_pate_y_sobrasada,charcuteria_y_quesos,pate_y_sobrasada,pate_y_sobrasada,lacteos_y_huevos
charcuteria_y_quesos_quesos_para_untar,charcuteria_y_quesos,quesos_para_untar,quesos_para_untar,lacteos_y_huevos
charcuteria_y_quesos_salchichas_salchichas,charcuteria_y_quesos,salchichas_salchichas,salchichas_salchichas,lacteos_y_huevos
charcuteria_y_quesos_charcuteria_y_quesos_al_corte_charcuteria_cocida_al_corte,charcuteria_y_quesos_al_corte,charcuteria_y_quesos,charcuteria_cocida_al_corte,lacteos_y_huevos
charcuteria_y_quesos_charcuteria_y_quesos_al_corte_charcuteria_curada_al_corte,charcuteria_y_quesos_al_corte,charcuteria_y_quesos,charcuteria_curada_al_corte,lacteos_y_huevos
charcuteria_y_quesos_charcuteria_y_quesos_al_corte_queso_al_corte,charcuteria_y_quesos_al_corte,charcuteria_y_quesos,queso_al_corte,lacteos_y_huevos
charcuteria_y_quesos_cocido_bacon_y_panceta,charcuteria_y_quesos,cocido,bacon_y_panceta,lacteos_y_huevos
charcuteria_y_quesos_cocido_fiambres_ave,charcuteria_y_quesos,cocido,fiambres_ave,lacteos_y_huevos
charcuteria_y_quesos_cocido_jamon_cocido_york,charcuteria_y_quesos,cocido,jamon_cocido_york,lacteos_y_huevos
charcuteria_y_quesos_cocido_mortadela_y_chopped,charcuteria_y_quesos,cocido,mortadela_y_chopped,lacteos_y_huevos
charcuteria_y_quesos_curado_chorizo,charcuteria_y_quesos,curado,chorizo,lacteos_y_huevos
charcuteria_y_quesos_curado_fuet_y_longaniza,charcuteria_y_quesos,curado,fuet_y_longaniza,lacteos_y_huevos
charcuteria_y_quesos_curado_jamon,charcuteria_y_quesos,curado,jamon,lacteos_y_huevos
charcuteria_y_quesos_curado_lomo,charcuteria_y_quesos,curado,lomo,lacteos_y_huevos
charcuteria_y_quesos_curado_salchichon_y_salami,charcuteria_y_quesos,curado,salchichon_y_salami,lacteos_y_huevos
charcuteria_y_quesos_curado_surtido_de_embutidos,charcuteria_y_quesos,curado,surtido_de_embutidos,lacteos_y_huevos
charcuteria_y_quesos_pates_foie_y_untables_foie,charcuteria_y_quesos,pates_foie_y_untables,foie,lacteos_y_huevos
charcuteria_y_quesos_pates_foie_y_untables_pates,charcuteria_y_quesos,pates_foie_y_untables,pates,lacteos_y_huevos
charcuteria_y_quesos_pates_foie_y_untables_sobrasada,charcuteria_y_quesos,pates_foie_y_untables,sobrasada,lacteos_y_huevos
charcuteria_y_quesos_queso_curado_semicurado_y_tierno,charcuteria_y_quesos,queso,curado_semicurado_y_tierno,lacteos_y_huevos
charcuteria_y_quesos_queso_lonchas_rallado_y_en_porciones,charcuteria_y_quesos,queso,lonchas_rallado_y_en_porciones,lacteos_y_huevos
charcuteria_y_quesos_queso_untable_y_fresco,charcuteria_y_quesos,queso,untable_y_fresco,lacteos_y_huevos
charcuteria_y_quesos_quesos_azul_y_roquefort,charcuteria_y_quesos,quesos,azul_y_roquefort,lacteos_y_huevos
charcuteria_y_quesos_quesos_barra,charcuteria_y_quesos,quesos,barra,lacteos_y_huevos
charcuteria_y_quesos_quesos_bola_edam_gouda_maasdam,charcuteria_y_quesos,quesos,bola_edam_gouda_maasdam,lacteos_y_huevos
charcuteria_y_quesos_quesos_brie_camembert_y_cremosos,charcuteria_y_quesos,quesos,brie_camembert_y_cremosos,lacteos_y_huevos
charcuteria_y_quesos_quesos_cabra,charcuteria_y_quesos,quesos,cabra,lacteos_y_huevos
charcuteria_y_quesos_quesos_curados,charcuteria_y_quesos,quesos,curados,lacteos_y_huevos
charcuteria_y_quesos_quesos_emmental_y_gruyere,charcuteria_y_quesos,quesos,emmental_y_gruyere,lacteos_y_huevos
charcuteria_y_quesos_quesos_frescos_y_para_ensaladas,charcuteria_y_quesos,quesos,frescos_y_para_ensaladas,lacteos_y_huevos
charcuteria_y_quesos_quesos_fundidos,charcuteria_y_quesos,quesos,fundidos,lacteos_y_huevos
charcuteria_y_quesos_quesos_otros_importacion,charcuteria_y_quesos,quesos,otros_importacion,lacteos_y_huevos
charcuteria_y_quesos_quesos_oveja,charcuteria_y_quesos,quesos,oveja,lacteos_y_huevos
charcuteria_y_quesos_quesos_rallados,charcuteria_y_quesos,quesos,rallados,lacteos_y_huevos
charcuteria_y_quesos_quesos_semicurados,charcuteria_y_quesos,quesos,semicurados,lacteos_y_huevos
charcuteria_y_quesos_quesos_tablas,charcuteria_y_quesos,quesos,tablas,lacteos_y_huevos
charcuteria_y_quesos_quesos_tiernos_y_light,charcuteria_y_quesos,quesos,tiernos_y_light,lacteos_y_huevos
congelados_arroz_y_pasta,congelados,arroz_y_pasta,arroz_y_pasta,congelados
congelados_carne,congelados,carne,carne,congelados
congelados_carne_y_pollo,congelados,carne_y_pollo,carne_y_pollo,congelados
congelados_helados,congelados,helados,helados,congelados
congelados_hielo,congelados,hielo,hielo,congelados
congelados_marisco,congelados,marisco,marisco,congelados
congelados_pescado,congelados,pescado,pescado,congelados
congelados_pescado_y_marisco,congelados,pescado_y_marisco,pescado_y_marisco,congelados
congelados_precocinados,congelados,precocinados,precocinados,congelados
congelados_rebozados,congelados,rebozados,rebozados,congelados
congelados_reposteria,congelados,reposteria,reposteria,congelados
congelados_tartas_y_churros,congelados,tartas_y_churros,tartas_y_churros,congelados
congelados_verdura,congelados,verdura,verdura,congelados
congelados_verduras_y_hortalizas,congelados,verduras_y_hortalizas,verduras_y_hortalizas,congelados
congelados_pizzas,congelados,pizzas,pizzas,congelados
congelados_pizzas_bases_y_masas,congelados,pizzas,bases_y_masas,congelados
congelados_y_helados_carne_y_pollo_carne,congelados_y_helados,carne_y_pollo,carne,congelados
congelados_y_helados_carne_y_pollo_pollo,congelados_y_helados,carne_y_pollo,pollo,congelados
congelados_y_helados_helados_bloques,congelados_y_helados,helados,bloques,congelados
congelados_y_helados_helados_bombones,congelados_y_helados,helados,bombones,congelados
congelados_y_helados_helados_conos,congelados_y_helados,helados,conos,congelados
congelados_y_helados_helados_galletas_y_cucuruchos_para_helado,congelados_y_helados,helados,galletas_y_cucuruchos_para_helado,congelados
congelados_y_helados_helados_hielo,congelados_y_helados,helados,hielo,congelados
congelados_y_helados_helados_nata,congelados_y_helados,helados,nata,congelados
congelados_y_helados_helados_polos,congelados_y_helados,helados,polos,congelados
congelados_y_helados_helados_sandwich,congelados_y_helados,helados,sandwich,congelados
congelados_y_helados_helados_tarrinas,congelados_y_helados,helados,tarrinas,congelados
congelados_y_helados_helados_tartas_y_otros_postres,congelados_y_helados,helados,tartas_y_otros_postres,congelados
congelados_y_helados_helados_zumos_horchatas_y_granizados,congelados_y_helados,helados,zumos_horchatas_y_granizados,congelados
congelados_y_helados_panificacion_y_reposteria_churros_y_porras,congelados_y_helados,panificacion_y_reposteria_churros_y_porras,panificacion_y_reposteria_churros_y_porras,congelados
congelados_y_helados_pescado_y_marisco_calamar_y_otros_cefalopodos,congelados_y_helados,pescado_y_marisco_calamar_y_otros_cefalopodos,calamar_y_otros_cefalopodos,congelados
congelados_y_helados_pescado_y_marisco_calamar_y_otros_cefalopodos_preparados,congelados_y_helados,pescado_y_marisco_calamar_y_otros_cefalopodos,preparados,congelados
congelados_y_helados_pescado_y_marisco_marisco,congelados_y_helados,pescado_y_marisco,marisco,congelados
congelados_y_helados_pescado_y_marisco_palitos_de_cangrejo_surimi_y_gulas,congelados_y_helados,pescado_y_marisco,palitos_de_cangrejo_surimi_y_gulas,congelados
congelados_y_helados_pescado_y_marisco_preparados_paella_y_caldo,congelados_y_helados,pescado_y_marisco,preparados_paella_y_caldo,congelados
congelados_y_helados_pescado_y_marisco_pescado,congelados_y_helados,pescado_y_marisco_pescado,pescado_y_marisco_pescado,congelados
congelados_y_helados_pescado_y_marisco_pescado_preparado,congelados_y_helados,pescado_y_marisco_pescado,preparado,congelados
congelados_y_helados_platos_precocinados_base_arroz_y_salteados,congelados_y_helados,platos_precocinados_base,arroz_y_salteados,congelados
congelados_y_helados_platos_precocinados_base_carne,congelados_y_helados,platos_precocinados_base,carne,congelados
congelados_y_helados_platos_precocinados_base_pasta,congelados_y_helados,platos_precocinados_base,pasta,congelados
congelados_y_helados_platos_precocinados_base_pescado,congelados_y_helados,platos_precocinados_base,pescado,congelados
congelados_y_helados_platos_precocinados_base_verdura_y_salteados,congelados_y_helados,platos_precocinados_base,verdura_y_salteados,congelados
congelados_y_helados_platos_precocinados_croquetas,congelados_y_helados,platos_precocinados,croquetas,congelados
congelados_y_helados_platos_precocinados_empanadillas,congelados_y_helados,platos_precocinados,empanadillas,congelados
congelados_y_helados_platos_precocinados_otros_precocinados,congelados_y_helados,platos_precocinados,otros_precocinados,congelados
congelados_y_helados_verdura_y_fruta_condimentos,congelados_y_helados,verdura_y_fruta,condimentos,congelados
congelados_y_helados_verdura_y_fruta_espinacas_y_acelgas,congelados_y_helados,verdura_y_fruta,espinacas_y_acelgas,congelados
congelados_y_helados_verdura_y_fruta_judias_verdes_habas_y_guisantes,congelados_y_helados,verdura_y_fruta,judias_verdes_habas_y_guisantes,congelados
congelados_y_helados_verdura_y_fruta_menestras_y_ensaladillas,congelados_y_helados,verdura_y_fruta,menestras_y_ensaladillas,congelados
congelados_y_helados_verdura_y_fruta_otros_vegetales_simples,congelados_y_helados,verdura_y_fruta,otros_vegetales_simples,congelados
congelados_y_helados_verdura_y_fruta_patatas,congelados_y_helados,verdura_y_fruta,patatas,congelados
conservas_caldos_y_cremas_atun_y_otras_conservas_de_pescado,conservas_caldos_y_cremas,atun_y_otras_conservas_de_pescado,atun_y_otras_conservas_de_pescado,conservas
conservas_caldos_y_cremas_berberechos_y_mejillones,conservas_caldos_y_cremas,berberechos_y_mejillones,berberechos_y_mejillones,conservas
conservas_caldos_y_cremas_conservas_de_verdura_y_frutas,conservas_caldos_y_cremas,conservas_de_verdura_y_frutas,conservas_de_verdura_y_frutas,conservas
conservas_caldos_y_cremas_gazpacho_y_cremas,conservas_caldos_y_cremas,gazpacho_y_cremas,gazpacho_y_cremas,conservas
conservas_caldos_y_cremas_sopa_y_caldo,conservas_caldos_y_cremas,sopa_y_caldo,sopa_y_caldo,conservas
conservas_caldos_y_cremas_tomate,conservas_caldos_y_cremas,tomate,tomate,conservas
cuidado_del_cabello_acondicionador_y_mascarilla,cuidado_del_cabello,acondicionador_y_mascarilla,acondicionador_y_mascarilla,higiene
cuidado_del_cabello_champu,cuidado_del_cabello,champu,champu,higiene
cuidado_del_cabello_coloracion_cabello,cuidado_del_cabello,coloracion_cabello,coloracion_cabello,higiene
cuidado_del_cabello_fijacion_cabello,cuidado_del_cabello,fijacion_cabello,fijacion_cabello,higiene
cuidado_del_cabello_peines_y_accesorios,cuidado_del_cabello,peines_y_accesorios,peines_y_accesorios,higiene
cuidado_del_hogar_ambientadores,cuidado_del_hogar,ambientadores,ambientadores,drogueria
cuidado_del_hogar_bazar,cuidado_del_hogar,bazar,bazar,drogueria
cuidado_del_hogar_calzado,cuidado_del_hogar,calzado,calzado,drogueria
cuidado_del_hogar_conservacion_de_alimentos,cuidado_del_hogar,conservacion_de_alimentos,conservacion_de_alimentos,drogueria
cuidado_del_hogar_insecticidas,cuidado_del_hogar,insecticidas,insecticidas,drogueria
cuidado_del_hogar_lavavajillas,cuidado_del_hogar,lavavajillas,lavavajillas,drogueria
cuidado_del_hogar_papel,cuidado_del_hogar,papel,papel,drogueria
cuidado_del_hogar_cuidado_de_la_ropa,cuidado_del_hogar,cuidado_de_la_ropa_,,drogueria
cuidado_del_hogar_productos_de_limpieza_bano,cuidado_del_hogar,productos_de_limpieza_bano,bano,drogueria
cuidado_del_hogar_productos_de_limpieza_cocina,cuidado_del_hogar,productos_de_limpieza_cocina,cocina,drogueria
cuidado_del_hogar_productos_de_limpieza_hogar,cuidado_del_hogar,productos_de_limpieza_hogar,hogar,drogueria
cuidado_del_hogar_utensilios_de_limpieza,cuidado_del_hogar,utensilios_de_limpieza_,,drogueria
cuidado_facial_y_corporal_afeitado_y_cuidado_para_hombre,cuidado_facial_y_corporal,afeitado_y_cuidado_para_hombre,afeitado_y_cuidado_para_hombre,higiene
cuidado_facial_y_corporal_cuidado_corporal,cuidado_facial_y_corporal,cuidado_corporal_,,higiene
cuidado_facial_y_corporal_cuidado_e_higiene_facial,cuidado_facial_y_corporal,cuidado_e_higiene_facial_,,higiene
cuidado_facial_y_corporal_depilacion,cuidado_facial_y_corporal,depilacion,depilacion,higiene
cuidado_facial_y_corporal_desodorante,cuidado_facial_y_corporal,desodorante,desodorante,higiene
cuidado_facial_y_corporal_gel_y_jabon_de_manos,cuidado_facial_y_corporal,gel_y_jabon_de_manos,gel_y_jabon_de_manos,higiene
cuidado_facial_y_corporal_manicura_y_pedicura,cuidado_facial_y_corporal,manicura_y_pedicura,manicura_y_pedicura,higiene
cuidado_facial_y_corporal_neceseres,cuidado_facial_y_corporal,neceseres,neceseres,higiene
cuidado_facial_y_corporal_perfume_y_colonia,cuidado_facial_y_corporal,perfume_y_colonia,perfume_y_colonia,higiene
cuidado_facial_y_corporal_protector_solar_y_aftersun,cuidado_facial_y_corporal,protector_solar_y_aftersun,protector_solar_y_aftersun,higiene
cuidado_facial_y_corporal_higiene_bucal,cuidado_facial_y_corporal,higiene_bucal,bucal,higiene
cuidado_facial_y_corporal_higiene_intima,cuidado_facial_y_corporal,higiene_intima,intima,higiene
cuidado_personal_afeitado,cuidado_personal,afeitado,afeitado,higiene
cuidado_personal_botiquin,cuidado_personal,botiquin,botiquin,higiene
cuidado_personal_depilacion,cuidado_personal,depilacion,depilacion,higiene
cuidado_personal_salud_sexual,cuidado_personal,salud_sexual,salud_sexual,higiene
cuidado_personal_bano_e_higiene_personal_champus,cuidado_personal,bano_e_higiene_personal,champus,higiene
cuidado_personal_bano_e_higiene_personal_colonias,cuidado_personal,bano_e_higiene_personal,colonias,higiene
cuidado_personal_bano_e_higiene_personal_desodorantes,cuidado_personal,bano_e_higiene_personal,desodorantes,higiene
cuidado_personal_bano_e_higiene_personal_geles_de_duchas_y_esponjas,cuidado_personal,bano_e_higiene_personal,geles_de_duchas_y_esponjas,higiene
cuidado_personal_bano_e_higiene_personal_jabon,cuidado_personal,bano_e_higiene_personal,jabon,higiene
cuidado_personal_bano_e_higiene_personal_cuidado_del_cabello,cuidado_personal,bano_e_higiene,personal_cuidado_del_cabello,higiene
cuidado_personal_cuidado_bucal,cuidado_personal,cuidado_bucal_,,higiene
cuidado_personal_cuidado_corporal_cosmetica,cuidado_personal,cuidado_corporal_cosmetica,cosmetica,higiene
cuidado_personal_cuidado_corporal_hidratacion_corporal,cuidado_personal,cuidado_corporal_hidratacion_corporal,hidratacion_corporal,higiene
cuidado_personal_cuidado_corporal_limpieza_facial,cuidado_personal,cuidado_corporal_limpieza_facial,limpieza_facial,higiene
cuidado_personal_cuidado_corporal_crema_facial,cuidado_personal,cuidado_corporal_crema,facial,higiene
cuidado_personal_cuidado_corporal_crema_solar,cuidado_personal,cuidado_corporal_crema,solar,higiene
cuidado_personal_cuidado_corporal_cuidado_de_manos_y_pies,cuidado_personal,cuidado_corporal_cuidado_de_manos_y_pies_,,higiene
cuidado_personal_cuidado_intimo,cuidado_personal,cuidado_intimo_,,higiene
desayuno_dulces_y_pan_azucar_y_edulcorantes_azucar,desayuno_dulces_y_pan,azucar_y_edulcorantes,azucar,panaderia
